pmid,doi,pmcid,year,journal,title,search_arm,article_types,is_review_or_secondary,abstract_reports_auc,abstract_reports_sensitivity,abstract_reports_specificity,carries_quantitative_accuracy,database,pmc_fulltext_available
import_AD_10.3390/ijms27135888,10.3390/ijms27135888,,2026,International Journal of Molecular Sciences,Salivary Biomarkers in Alzheimer’s Disease: Emerging Diagnostic Tools and Their Association with Periodontal Disease,AD,Review,yes,no,no,no,no,Scopus,
import_AD_10.3390/ijms27135990,10.3390/ijms27135990,,2026,International Journal of Molecular Sciences,"Peripheral and Central miRNA Signatures in Alzheimer’s Disease: Tissue-Specific Variability, Sex-Associated Differences, and Implications for Blood-Based Biomarkers",AD,Review,yes,no,no,no,no,Scopus,
import_AD_10.3390/jcm8111995,10.3390/jcm8111995,,2019,Journal of Clinical Medicine,Enrichment of exosome-like extracellular vesicles from plasma suitable for clinical vesicular mirna biomarker research,AD,Article,no,no,no,no,no,Scopus,
import_AD_10.3390/pharmaceutics17111480,10.3390/pharmaceutics17111480,,2025,Pharmaceutics,Nanoparticle-Mediated Targeted Drug Delivery Systems,AD,Editorial,yes,no,no,no,no,Scopus,
import_AD_10.3390/pharmaceutics18010070,10.3390/pharmaceutics18010070,,2026,Pharmaceutics,"Extracellular Vesicles in Alzheimer’s Disease: Dual Roles in Pathogenesis, Promising Avenues for Diagnosis and Therapy",AD,Review,yes,no,no,no,no,Scopus,
import_AD_10.3760/cma.j.cn113661-20210131-00061,10.3760/cma.j.cn113661-20210131-00061,,2021,Chinese Journal of Psychiatry,Construction and validation of diagnostic models for Alzheimer's disease based on serum microRNAs; [基于血清小分子核糖核酸的阿尔茨海默病诊断模型构建与验证],AD,Article,no,no,no,no,no,Scopus,
import_AD_10.4088/jcp.13m08812,10.4088/jcp.13m08812,,2015,Journal of Clinical Psychiatry,The feasibility of utilizing plasma MiRNA107 and BACE1 messenger RNA gene expression for clinical diagnosis of amnestic mild cognitive impairment,AD,Article,no,no,yes,yes,yes,Scopus,
import_AD_10.4103/1673-5374.244784,10.4103/1673-5374.244784,,2019,Neural Regeneration Research,MicroRNAs as diagnostic and therapeutic tools for Alzheimer's disease: Advances and limitations,AD,Review,yes,no,no,no,no,Scopus,
import_AD_10.4103/1673-5374.264454,10.4103/1673-5374.264454,,2020,Neural Regeneration Research,Blood extracellular vesicles (EVs) of central nervous system origin: A window into the brain,AD,Review,yes,no,no,no,no,Scopus,
import_AD_10.4103/1673-5374.335832,10.4103/1673-5374.335832,,2022,Neural Regeneration Research,Emerging blood exosome-based biomarkers for preclinical and clinical Alzheimer's disease: A meta-Analysis and systematic review,AD,Review,yes,no,no,no,no,Scopus,
import_AD_10.4103/1673-5374.343882,10.4103/1673-5374.343882,,2023,Neural Regeneration Research,Extracellular vesicles in Alzheimer's disease: from pathology to therapeutic approaches,AD,Review,yes,no,no,no,no,Scopus,
import_AD_10.4103/1673-5374.379036,10.4103/1673-5374.379036,,2024,Neural Regeneration Research,The role of exosomes in adult neurogenesis: Implications for neurodegenerative diseases,AD,Review,yes,no,no,no,no,Scopus,
import_AD_10.4103/nrr.nrr-d-23-01273,10.4103/nrr.nrr-d-23-01273,,2026,Neural Regeneration Research,Long noncoding RNA GAS5 acts as a competitive endogenous RNA to regulate GSK-3β and PTEN expression by sponging miR-23b-3p in Alzheimer's disease,AD,Article,no,no,no,no,no,Scopus,
import_AD_10.4103/nrr.nrr-d-24-01165,10.4103/nrr.nrr-d-24-01165,,2026,Neural Regeneration Research,RBAD: The first database dedicated alterations of blood RNA in individuals with Alzheimer’s disease and their clinical relevance,AD,Article,no,no,no,no,no,Scopus,
import_AD_10.4172/0975-9042.000117,10.4172/0975-9042.000117,,2016,Current Neurobiology,Distinguishing mild cognitive impairment from Alzheimer's disease by increased expression of key circulating microRNAs,AD,Article,no,no,no,no,no,Scopus,
import_AD_10.52711/0974-360x.2025.00495,10.52711/0974-360x.2025.00495,,2025,Research Journal of Pharmacy and Technology,Circulating Micro RNAs as Diagnostic Signatures for Amyloid Beta Toxicity in Alzheimer's Disease,AD,Review,yes,no,no,no,no,Scopus,
import_AD_10.62617/mcb536,10.62617/mcb536,,2024,MCB Molecular and Cellular Biomechanics,Serum miRNA Detection-based Alzheimer’s disease prediction regression model,AD,Article,no,no,no,no,no,Scopus,
import_AD_wos_1,,,2020,INTERNATIONAL JOURNAL OF CLINICAL AND EXPERIMENTAL MEDICINE,MicroRNA-146a expression in the peripheral blood of Alzheimer's disease patients and its correlation with disease severity,AD_wos,Article,no,yes,no,no,yes,Web of Science,
import_AD_wos_10.1007/978-3-319-53889-1_18,10.1007/978-3-319-53889-1_18,,2017,NEUROEPIGENOMICS IN AGING AND DISEASE,Alzheimer's Disease and ncRNAs,AD_wos,Article;  Book Chapter,yes,no,no,no,no,Web of Science,
import_AD_wos_10.1007/s10072-025-08051-8,10.1007/s10072-025-08051-8,,2025,NEUROLOGICAL SCIENCES,miRNAs in neurodegenerative diseases: from target screening to precision therapy,AD_wos,Review,yes,no,no,no,no,Web of Science,
import_AD_wos_10.1007/s12031-019-01364-2,10.1007/s12031-019-01364-2,,2019,JOURNAL OF MOLECULAR NEUROSCIENCE,Long Non-coding RNA BACE1-AS May Serve as an Alzheimer's Disease Blood-Based Biomarker,AD_wos,Article,no,no,yes,yes,yes,Web of Science,
import_AD_wos_10.1016/j.autrev.2021.102942,10.1016/j.autrev.2021.102942,,2021,AUTOIMMUNITY REVIEWS,The myristoylated alanine-rich C-kinase substrates (MARCKS): A membrane-anchored mediator of the cell function,AD_wos,Review,yes,no,no,no,no,Web of Science,
import_AD_wos_10.1016/j.biotechadv.2025.108568,10.1016/j.biotechadv.2025.108568,,2025,BIOTECHNOLOGY ADVANCES,"Application of curcuminoids in inflammatory, neurodegenerative and aging conditions-Pharmacological potential and bioengineering approaches to improve efficiency",AD_wos,Review,yes,no,no,no,no,Web of Science,
import_AD_wos_10.1016/j.heliyon.2022.e09239,10.1016/j.heliyon.2022.e09239,,2022,HELIYON,"Nucleic acid liquid biopsies in Alzheimer's disease: current state, challenges, and opportunities",AD_wos,Review,yes,no,no,no,no,Web of Science,
import_AD_wos_10.1016/j.ijbiomac.2020.05.257,10.1016/j.ijbiomac.2020.05.257,,2020,INTERNATIONAL JOURNAL OF BIOLOGICAL MACROMOLECULES,Biosensing: The best alternative for conventional methods in detection of Alzheimer's disease biomarkers,AD_wos,Review,yes,no,no,no,no,Web of Science,
import_AD_wos_10.1016/j.microc.2025.114944,10.1016/j.microc.2025.114944,,2025,MICROCHEMICAL JOURNAL,An immunobiosensor based on chelate-ring-containing iridium(III) complexes for electrochemiluminescence determination of TNF-α,AD_wos,Article,no,no,no,no,no,Web of Science,
import_AD_wos_10.1016/j.msec.2022.112689,10.1016/j.msec.2022.112689,,2022,BIOMATERIALS ADVANCES,Electrochemical aptamer-based nanobiosensors for diagnosing Alzheimer's disease: A review,AD_wos,Review,yes,no,no,no,no,Web of Science,
import_AD_wos_10.1021/acs.analchem.1c03858,10.1021/acs.analchem.1c03858,,2021,ANALYTICAL CHEMISTRY,Universal Nanoparticle Counting Platform for Tetraplexed Biomarkers by Integrating Immunorecognition and Nucleic Acid Hybridization in One Assay,AD_wos,Article,no,no,no,no,no,Web of Science,
import_AD_wos_10.1038/srep20364,10.1038/srep20364,,2016,SCIENTIFIC REPORTS,Early diagnosis of Alzheimer's disease from elevated olfactory mucosal miR-206 level,AD_wos,Article,no,no,no,no,no,Web of Science,
import_AD_wos_10.1186/s12883-017-1008-x,10.1186/s12883-017-1008-x,,2018,BMC NEUROLOGY,Plasma long non-coding RNA BACE1 as a novel biomarker for diagnosis of Alzheimer disease,AD_wos,Article,no,no,no,yes,no,Web of Science,
import_AD_wos_10.2174/1568026617666170103161233,10.2174/1568026617666170103161233,,2017,CURRENT TOPICS IN MEDICINAL CHEMISTRY,Insulin Resistance in Alzheimer Disease: p53 and MicroRNAs as Important Players,AD_wos,Review,yes,no,no,no,no,Web of Science,
import_AD_wos_10.3389/fnmol.2016.00140,10.3389/fnmol.2016.00140,,2016,FRONTIERS IN MOLECULAR NEUROSCIENCE,The Protective Role of microRNA-200c in Alzheimer's Disease Pathologies Is Induced by Beta Amyloid-Triggered Endoplasmic Reticulum Stress,AD_wos,Article,no,no,no,no,no,Web of Science,
import_AD_wos_10.70594/brain/17.1/36,10.70594/brain/17.1/36,,2026,BRAIN-BROAD RESEARCH IN ARTIFICIAL INTELLIGENCE AND NEUROSCIENCE,Advances in Nanotechnology-Engineered Exosomes for Early Biomarker Detection and Therapy in Alzheimer's Disease,AD_wos,Article,no,no,no,no,no,Web of Science,
import_AD_wos_10.7754/clin.lab.2017.170327,10.7754/clin.lab.2017.170327,,2017,CLINICAL LABORATORY,miRNAs Expressions and Interaction with Biological Systems in Patients with Alzheimer's Disease. Using miRNAs as a Diagnosis and Prognosis Biomarker,AD_wos,Review,yes,no,no,no,no,Web of Science,
import_AD_wos_9,,,2018,2018 IEEE INTERNATIONAL SYMPOSIUM ON MEDICAL MEASUREMENTS AND APPLICATIONS (MEMEA),Diagnostic uncertainty in Alzheimer's disease A bio-metrology perspective addressed to microRNA-based biomarkers,AD_wos,Proceedings Paper,no,no,no,no,no,Web of Science,
import_PD_10.1002/ctm2.357,10.1002/ctm2.357,,2021,Clinical and Translational Medicine,MicroRNAs from extracellular vesicles as a signature for Parkinson's disease,PD,Letter,yes,no,no,no,no,Scopus,
import_PD_10.1002/mds.27935,10.1002/mds.27935,,2020,Movement Disorders,Salivary microR-153 and microR-223 Levels as Potential Diagnostic Biomarkers of Idiopathic Parkinson's Disease,PD,Article,no,no,no,no,no,Scopus,
import_PD_10.1002/mds.29497,10.1002/mds.29497,,2023,Movement Disorders,Extracellular Vesicles for the Diagnosis of Parkinson's Disease: Systematic Review and Meta-Analysis,PD,Review,yes,no,no,no,no,Scopus,
import_PD_10.1002/sim.70211,10.1002/sim.70211,,2025,Statistics in Medicine,A Bayesian Mixture of Exponential Family Factor Models for Uncovering Disease Progression Subtypes,PD,Article,no,no,no,no,no,Scopus,
import_PD_10.1007/978-3-031-32815-2_17,10.1007/978-3-031-32815-2_17,,2023,Contemporary Clinical Neuroscience,Considerations and Advances in Huntington’s Disease Clinical Trial Design,PD,Book chapter,no,no,no,no,no,Scopus,
import_PD_10.1007/s00415-020-09781-9,10.1007/s00415-020-09781-9,,2021,Journal of Neurology,Diagnostic utility of fluid biomarkers in multiple system atrophy: a systematic review and meta-analysis,PD,Review,yes,no,no,no,no,Scopus,
import_PD_10.1007/s10048-026-00918-y,10.1007/s10048-026-00918-y,,2026,Neurogenetics,Association of the miR-146a rs57095329 polymorphism with susceptibility and clinical phenotypes in Parkinson’s disease,PD,Article,no,no,no,no,no,Scopus,
import_PD_10.1007/s10616-026-00978-w,10.1007/s10616-026-00978-w,,2026,Cytotechnology,miR-338-5p exerts neuroprotective effects in Parkinson’s disease via targeting LRP1,PD,Article,no,yes,no,no,yes,Scopus,
import_PD_10.1007/s11064-025-04662-x,10.1007/s11064-025-04662-x,,2026,Neurochemical Research,Serum Aberrant Expression of miR-431-5p and Their Diagnostic Value in Parkinson’s Disease,PD,Article,no,no,no,no,no,Scopus,
import_PD_10.1007/s12035-021-02500-z,10.1007/s12035-021-02500-z,,2021,Molecular Neurobiology,Pursuing Multiple Biomarkers for Early Idiopathic Parkinson’s Disease Diagnosis,PD,Review,yes,no,no,no,no,Scopus,
import_PD_10.1007/s12035-023-03267-1,10.1007/s12035-023-03267-1,,2023,Molecular Neurobiology,Epigenetic Regulation of Ferroptosis in Central Nervous System Diseases,PD,Review,yes,no,no,no,no,Scopus,
import_PD_10.1007/s12035-024-04581-y,10.1007/s12035-024-04581-y,,2025,Molecular Neurobiology,MicroRNA-Targeted Gene Regulation in Salivary Gland Tissue of De Novo Parkinson’s Disease Patients,PD,Article,no,no,no,no,no,Scopus,
import_PD_10.1007/s12035-025-04890-w,10.1007/s12035-025-04890-w,,2025,Molecular Neurobiology,Plasma miRNA Biomarker Signatures in Parkinsonian Syndromes,PD,Article,no,no,no,no,no,Scopus,
import_PD_10.1007/s12035-025-05252-2,10.1007/s12035-025-05252-2,,2025,Molecular Neurobiology,An Exploratory Analysis of Differential Tear Fluid miRNAs in Patients with Parkinson’s Disease and Atypical Parkinsonian Syndromes,PD,Article,no,no,no,no,no,Scopus,
import_PD_10.1007/s12264-019-00433-1,10.1007/s12264-019-00433-1,,2020,Neuroscience Bulletin,Biomarkers for Parkinson’s Disease: How Good Are They?,PD,Review,yes,no,no,no,no,Scopus,
import_PD_10.1007/s13365-025-01286-3,10.1007/s13365-025-01286-3,,2025,Journal of NeuroVirology,LncRNA MCF2L-AS1 inhibits neuronal damage induced by 1-methyl-4-phenylpyridinium (MPP+) via regulating miR-28-5p,PD,Article,no,no,no,no,no,Scopus,
import_PD_10.1007/s13760-025-02870-4,10.1007/s13760-025-02870-4,,2026,Acta Neurologica Belgica,Clinical value of serum miR-451 in early diagnosis of multiple system atrophy from parkinson’s disease and outcomes prediction,PD,Article,no,no,no,no,no,Scopus,
import_PD_10.1016/j.arr.2022.101764,10.1016/j.arr.2022.101764,,2022,Ageing Research Reviews,Identification of exosomal biomarkers and its optimal isolation and detection method for the diagnosis of Parkinson's disease: A systematic review and meta-analysis,PD,Review,yes,no,no,no,no,Scopus,
import_PD_10.1016/j.biopha.2023.115308,10.1016/j.biopha.2023.115308,,2023,Biomedicine and Pharmacotherapy,Potential applications of using tissue-specific EVs in targeted therapy and vaccinology,PD,Review,yes,no,no,no,no,Scopus,
import_PD_10.1016/j.brainres.2022.147814,10.1016/j.brainres.2022.147814,,2022,Brain Research,LINC00943 acts as miR-338-3p sponge to promote MPP+-induced SK-N-SH cell injury by directly targeting SP1 in Parkinson's disease,PD,Article,no,no,no,no,no,Scopus,
import_PD_10.1016/j.clineuro.2026.109558,10.1016/j.clineuro.2026.109558,,2026,Clinical Neurology and Neurosurgery,Serum miR-423–5p discriminates patients with Parkinson's disease from healthy individuals and is associated with severity and the risk of cognitive dysfunction,PD,Article,no,no,yes,yes,yes,Scopus,
import_PD_10.1016/j.ejphar.2021.173914,10.1016/j.ejphar.2021.173914,,2021,European Journal of Pharmacology,Assessment of the role of non-coding RNAs in the pathophysiology of Parkinson's disease,PD,Review,yes,no,no,no,no,Scopus,
import_PD_10.1016/j.mseb.2022.116017,10.1016/j.mseb.2022.116017,,2022,Materials Science and Engineering: B,An innovative biodevice towards monitoring of miR-153 using specific DNA immobilized on the surface of poly(chitosan) decorated AgNPrs/GQDs-CysA conductive nano-ink: Early-stage diagnosis of Parkinson's disease using biosensor technology,PD,Article,no,no,no,no,no,Scopus,
import_PD_10.1016/j.nbd.2015.05.004,10.1016/j.nbd.2015.05.004,,2015,Neurobiology of Disease,Fluid biomarkers in multiple system atrophy: A review of the MSA Biomarker Initiative,PD,Review,yes,no,no,no,no,Scopus,
import_PD_10.1016/j.neuroscience.2022.11.017,10.1016/j.neuroscience.2022.11.017,,2023,Neuroscience,An Update on Peripheral Blood Extracellular Vesicles as Biomarkers for Parkinson's Disease Diagnosis,PD,Review,yes,no,no,no,no,Scopus,
import_PD_10.1016/j.neuroscience.2023.09.001,10.1016/j.neuroscience.2023.09.001,,2023,Neuroscience,"The Biology, Pathological Roles of Exosomes and Their Clinical Application in Parkinson's Disease",PD,Review,yes,no,no,no,no,Scopus,
import_PD_10.1016/j.neuroscience.2025.12.011,10.1016/j.neuroscience.2025.12.011,,2026,Neuroscience,Profiling the Braak progression in Parkinson's disease: a transcriptomics and ML driven identification of progressive biomarker and prognostic ceRNA signature,PD,Article,no,yes,no,no,yes,Scopus,
import_PD_10.1016/j.neuroscience.2026.05.014,10.1016/j.neuroscience.2026.05.014,,2026,Neuroscience,A cross-platform meta-analysis of human brain transcriptomes identifies core and tissue-specific molecular signatures in alcohol use disorder,PD,Article,yes,no,no,no,no,Scopus,
import_PD_10.1016/j.parkreldis.2025.108150,10.1016/j.parkreldis.2025.108150,,2026,Parkinsonism and Related Disorders,Transcriptomic analysis of plasma small extracellular vesicles identifies potential diagnostic biomarkers for Parkinson's disease dementia,PD,Article,no,no,no,no,no,Scopus,
import_PD_10.1016/j.sleep.2020.12.012,10.1016/j.sleep.2020.12.012,,2021,Sleep Medicine,microRNA signatures in prodromal REM sleep behavior disorder and early Parkinson's disease as noninvasive biomarkers,PD,Review,yes,no,no,no,no,Scopus,
import_PD_10.1021/acs.molpharmaceut.0c00195,10.1021/acs.molpharmaceut.0c00195,,2020,Molecular Pharmaceutics,Potential Therapeutic Applications and Developments of Exosomes in Parkinson's Disease,PD,Article,yes,no,no,no,no,Scopus,
import_PD_10.1021/acsbiomaterials.0c01203,10.1021/acsbiomaterials.0c01203,,2021,ACS Biomaterials Science and Engineering,Affinity-Based Nanoarchitectured Biotransducer for Sensitivity Enhancement of Surface Plasmon Resonance Sensors for in Vitro Diagnosis: A Review,PD,Review,yes,no,no,no,no,Scopus,
import_PD_10.1038/s41582-021-00598-2,10.1038/s41582-021-00598-2,,2022,Nature Reviews Neurology,Exosomal microRNAs may aid differential diagnosis of movement disorders,PD,Article,no,no,no,no,no,Scopus,
import_PD_10.1038/s41582-021-00611-8,10.1038/s41582-021-00611-8,,2022,Nature Reviews Neurology,Exosomal microRNA is promising biomarker in PD,PD,Article,no,no,no,no,no,Scopus,
import_PD_10.1080/09537104.2019.1585527,10.1080/09537104.2019.1585527,,2020,Platelets,Circulating microRNAs in patients with immune thrombocytopenia before and after treatment with thrombopoietin-receptor agonists,PD,Article,no,yes,no,no,yes,Scopus,
import_PD_10.1080/15548627.2023.2196889,10.1080/15548627.2023.2196889,,2023,Autophagy,"CircEPS15, as a sponge of MIR24-3p ameliorates neuronal damage in Parkinson disease through boosting PINK1-PRKN-mediated mitophagy",PD,Article,no,no,no,no,no,Scopus,
import_PD_10.1111/jcmm.16612,10.1111/jcmm.16612,,2021,Journal of Cellular and Molecular Medicine,MiR-193b deregulation is associated with Parkinson's disease,PD,Article,no,no,no,no,no,Scopus,
import_PD_10.1111/jcmm.16827,10.1111/jcmm.16827,,2021,Journal of Cellular and Molecular Medicine,Plasma hsa-mir-19b is a potential LevoDopa therapy marker,PD,Article,no,no,no,no,no,Scopus,
import_PD_10.1111/jnc.15288,10.1111/jnc.15288,,2021,Journal of Neurochemistry,Exosomes in Parkinson disease,PD,Review,yes,no,no,no,no,Scopus,
import_PD_10.1111/jnc.70355,10.1111/jnc.70355,,2026,Journal of Neurochemistry,Oxidative Stress—Related Serum Extracellular Vesicle miRNAs Indicate Symptom Severity and Cognitive Decline in Parkinson's Disease,PD,Article,no,no,no,no,no,Scopus,
import_PD_10.1111/nan.12864,10.1111/nan.12864,,2023,Neuropathology and Applied Neurobiology,Dysregulation of miR-543 in Parkinson's disease: Impact on the neuroprotective gene SIRT1,PD,Article,no,no,no,no,no,Scopus,
import_PD_10.1155/2017/5913195,10.1155/2017/5913195,,2017,International Journal of Genomics,Biological Function of MicroRNA193a-3p in Health and Disease,PD,Review,yes,no,no,no,no,Scopus,
import_PD_10.1155/2023/3555418,10.1155/2023/3555418,,2023,Neurology Research International,Salivary Biomarkers: Noninvasive Ways for Diagnosis of Parkinson’s Disease,PD,Review,yes,no,no,no,no,Scopus,
import_PD_10.1155/padi/8731032,10.1155/padi/8731032,,2026,Parkinson's Disease,Identification of Gene Signatures and Molecular Mechanisms for Diagnosing Parkinson’s Disease and Nonalcoholic Fatty Liver Disease Using Machine Learning,PD,Article,no,no,no,no,no,Scopus,
import_PD_10.1159/000502449,10.1159/000502449,,2019,Cerebrovascular Diseases,Candidate Biomarkers for the Diagnosis of Transient Ischemic Attack: A Systematic Review,PD,Review,yes,no,no,no,no,Scopus,
import_PD_10.1159/000515672,10.1159/000515672,,2021,Developmental Neuroscience,Current Approaches and Future Directions for the Treatment of mTORopathies,PD,Review,yes,no,no,no,no,Scopus,
import_PD_10.1159/000518212,10.1159/000518212,,2022,NeuroImmunoModulation,LncRNA RMST Regulates Neuronal Apoptosis and Inflammatory Response via Sponging miR-150-5p in Parkinson's Disease,PD,Article,no,yes,no,no,yes,Scopus,
import_PD_10.1177/00045632251328130,10.1177/00045632251328130,,2025,Annals of Clinical Biochemistry,Paired copy number variation analysis in siblings discordant for familial Parkinson’s disease,PD,Article,no,no,yes,no,no,Scopus,
import_PD_10.1177/0271678x241254772,10.1177/0271678x241254772,,2024,Journal of Cerebral Blood Flow and Metabolism,Role of miRNAs in neurovascular injury and repair,PD,Review,yes,no,no,no,no,Scopus,
import_PD_10.1186/s11658-023-00516-y,10.1186/s11658-023-00516-y,,2024,Cellular and Molecular Biology Letters,The pyroptosis mediated biomarker pattern: an emerging diagnostic approach for Parkinson’s disease,PD,Article,no,yes,no,no,yes,Scopus,
import_PD_10.1186/s40580-025-00523-z,10.1186/s40580-025-00523-z,,2025,Nano Convergence,"Correction: Efficient methods of isolation and purification of extracellular vesicles (Nano Convergence, (2025), 12, 1, (45), 10.1186/s40580-025-00509-x)",PD,Erratum,no,no,no,no,no,Scopus,
import_PD_10.1360/ssc-2024-0181,10.1360/ssc-2024-0181,,2025,Scientia Sinica Chimica,"Surface-enhanced Raman scattering sensor based on Fe3O4@AuNPs enrichment, separation, and enzymatic shearing strategy for the diagnosis of Parkinson’s disease; [基于Fe3O4@AuNPs富集分离和酶剪切策略的表面增强拉曼光谱传感器用于帕金森病诊断]",PD,Article,no,no,no,no,no,Scopus,
import_PD_10.18231/j.ijmmtd.2023.001,10.18231/j.ijmmtd.2023.001,,2023,IP International Journal of Medical Microbiology and Tropical Diseases,Micro-RNA: A potential screening marker for latent tuberculosis,PD,Review,yes,no,no,no,no,Scopus,
import_PD_10.19193/0393-6384_2020_3_291,10.19193/0393-6384_2020_3_291,,2020,Acta Medica Mediterranea,"Serum miR-9a and miR-133b, diagnostic markers for Parkinson's disease, are up-regulated after levodopa treatment",PD,Article,no,yes,yes,yes,yes,Scopus,
import_PD_10.2174/0109298673336756241016063552,10.2174/0109298673336756241016063552,,2025,Current Medicinal Chemistry,"Diagnostic Potential of NEAT1, hsa-let-7a-5p, and miR-506-3p in Early-stage Parkinson's Disease",PD,Article,no,yes,no,no,yes,Scopus,
import_PD_10.2174/1381612826666200102125847,10.2174/1381612826666200102125847,,2020,Current Pharmaceutical Design,Current perspectives on delivery systems using extracellular vesicles in neurological disease,PD,Review,yes,no,no,no,no,Scopus,
import_PD_10.2174/1566523217666170314141931,10.2174/1566523217666170314141931,,2017,Current Gene Therapy,The Adeno-Associated virus - A safe and promising vehicle for liverspecific gene therapy of inherited and non-inherited disorders,PD,Review,yes,no,no,no,no,Scopus,
import_PD_10.2174/1570159x21666221128090025,10.2174/1570159x21666221128090025,,2023,Current Neuropharmacology,Clinical Trials of Non-Coding RNAs as Diagnostic and Therapeutic Biomarkers for Central Nervous System Injuries,PD,Article,no,no,no,no,no,Scopus,
import_PD_10.31083/j.jin.2020.03.163,10.31083/j.jin.2020.03.163,,2020,Journal of Integrative Neuroscience,Identification of microRNAs for the early diagnosis of Parkinson's disease and multiple system atrophy,PD,Article,no,no,no,no,no,Scopus,
import_PD_10.3109/1354750x.2015.1118544,10.3109/1354750x.2015.1118544,,2016,Biomarkers,A panel of four decreased serum microRNAs as a novel biomarker for early Parkinsons disease,PD,Article,no,no,no,no,no,Scopus,
import_PD_10.3389/fmicb.2022.875101,10.3389/fmicb.2022.875101,,2022,Frontiers in Microbiology,"Integrated Microbiome and Host Transcriptome Profiles Link Parkinson’s Disease to Blautia Genus: Evidence From Feces, Blood, and Brain",PD,Article,no,yes,no,no,yes,Scopus,
import_PD_10.3389/fnagi.2021.632891,10.3389/fnagi.2021.632891,,2021,Frontiers in Aging Neuroscience,Serum miR-96-5P and miR-339-5P Are Potential Biomarkers for Multiple System Atrophy and Parkinson's Disease,PD,Article,no,no,no,no,no,Scopus,
import_PD_10.3389/fnagi.2021.684289,10.3389/fnagi.2021.684289,,2021,Frontiers in Aging Neuroscience,Circulating CircRNAs Panel Acts as a Biomarker for the Early Diagnosis and Severity of Parkinson’s Disease,PD,Article,no,no,no,no,no,Scopus,
import_PD_10.3389/fnagi.2024.1458476,10.3389/fnagi.2024.1458476,,2024,Frontiers in Aging Neuroscience,Identification of key genes and diagnostic model associated with circadian rhythms and Parkinson’s disease by bioinformatics analysis,PD,Article,no,no,no,no,no,Scopus,
import_PD_10.3389/fnins.2023.1145923,10.3389/fnins.2023.1145923,,2023,Frontiers in Neuroscience,Neuronally enriched microvesicle RNAs are differentially expressed in the serums of Parkinson’s patients,PD,Article,no,yes,no,no,yes,Scopus,
import_PD_10.3389/fnins.2026.1784013,10.3389/fnins.2026.1784013,,2026,Frontiers in Neuroscience,Retrospective longitudinal analysis of blood microRNA-7-5p as a possible progression biomarker in people with Parkinson’s disease,PD,Article,no,no,no,no,no,Scopus,
import_PD_10.3390/bios13080802,10.3390/bios13080802,,2023,Biosensors,"Biogenesis, Isolation, and Detection of Exosomes and Their Potential in Therapeutics and Diagnostics",PD,Review,yes,no,no,no,no,Scopus,
import_PD_10.3390/cells10040791,10.3390/cells10040791,,2021,Cells,Protein binding partners of dysregulated mirnas in parkinson’s disease serum,PD,Article,no,no,no,no,no,Scopus,
import_PD_10.3390/cimb46090600,10.3390/cimb46090600,,2024,Current Issues in Molecular Biology,Disulfidptosis: A New Target for Parkinson’s Disease and Cancer,PD,Article,no,no,no,no,no,Scopus,
import_PD_10.3390/ijms24010712,10.3390/ijms24010712,,2023,International Journal of Molecular Sciences,Role and Dysregulation of miRNA in Patients with Parkinson’s Disease,PD,Article,no,no,no,no,no,Scopus,
import_PD_10.3390/ijms26104934,10.3390/ijms26104934,,2025,International Journal of Molecular Sciences,"Telomere Length, Oxidative Stress Markers, and Related miRNAs in Non-Invasive Samples of Mild COVID-19 Cases",PD,Article,no,no,no,no,no,Scopus,
import_PD_10.3390/ijms262412164,10.3390/ijms262412164,,2025,International Journal of Molecular Sciences,The Role of miRNAs in Parkinson’s Disease: A Systematic Review,PD,Review,yes,no,no,no,no,Scopus,
import_PD_10.3390/jpm9040051,10.3390/jpm9040051,,2019,Journal of Personalized Medicine,Potential impact of microRNA gene polymorphisms in the pathogenesis of diabetes and atherosclerotic cardiovascular disease,PD,Review,yes,no,no,no,no,Scopus,
import_PD_10.3760/cma.j.cn371468-20200828-01692,10.3760/cma.j.cn371468-20200828-01692,,2021,Chinese Journal of Behavioral Medicine and Brain Science,Expressions and clinical significance of miR-124 and miR-494 in elderly patients with Parkinson disease; [老年帕金森病患者血清miR-124、miR-494表达及其临床意义],PD,Article,no,yes,yes,yes,yes,Scopus,
import_PD_10.3760/cma.j.issn.0254-9026.2024.01.005,10.3760/cma.j.issn.0254-9026.2024.01.005,,2024,Chinese Journal of Geriatrics,Expression and clinical value of miR-124 and miR-1976 in serum of patients with Parkinson's disease; [微小RNA-124和RNA-1976在帕金森病患者血清中的表达及临床价值],PD,Article,no,yes,yes,yes,yes,Scopus,
import_PD_10.3892/mmr.2022.12604,10.3892/mmr.2022.12604,,2022,Molecular Medicine Reports,A cerebrospinal fluid microRNA analysis: Progressive supranuclear palsy,PD,Article,no,no,no,no,no,Scopus,
import_PD_10.4103/aian.aian_440_19,10.4103/aian.aian_440_19,,2020,Annals of Indian Academy of Neurology,Clinical application of circulating microRNAs in Parkinson's disease: The challenges and opportunities as diagnostic biomarker,PD,Review,yes,no,no,no,no,Scopus,
import_PD_10.4103/nrr.nrr-d-23-01677,10.4103/nrr.nrr-d-23-01677,,2024,Neural Regeneration Research,A systematic review of salivary biomarkers in Parkinson's disease,PD,Review,yes,no,no,no,no,Scopus,
